StockId,Type,Headline,ImpactPercentage
MORNINGBREW,CoreNegative,"모닝 브루, 일부 매장 위생 점검 부적격 판정으로 이미지 타격",-10.0
MORNINGBREW,Disaster,"[긴급] 모닝 브루 전 제품에서 치명적 독성 물질 검출... 영업 정지",-90.0
EVERYMART,NormalPositive,"에브리 마트, PB 상품 '에브리 초이스' 판매 비중 30% 돌파",4.0
EVERYMART,NormalNegative,"에브리 마트, 최저 임금 인상에 따른 오프라인 매장 관리비 상승",-3.0
EVERYMART,CorePositive,"[특징주] 에브리 마트, 제국 대규모 유통 창고 자동화 설비 도입 성공",20.0
EVERYMART,CoreNegative,"에브리 마트, 추석 명절 과일 세트 보관 불량에 따른 환불 청구 증가",-12.0
EVERYMART,Disaster,"[속보] 에브리 마트, 협력사 납품 단가 후려치기 적발 및 공정위 과징금 폭탄",-90.0
RETAILPRO,NormalPositive,"리테일 프로, 무인 결제 및 AI 도난 방지 솔루션 특허 취득",3.0
RETAILPRO,NormalNegative,"리테일 프로, 영세 가맹점 상생 지원금 지출로 영업익 소폭 하락",-2.0
RETAILPRO,CorePositive,"[단독] 리테일 프로, 하이브리드 편의점 1만 호점 돌파 및 업계 성장 1위",21.0
RETAILPRO,CoreNegative,"리테일 프로, 심야 시간대 무인 결제 에러로 전국적 매출 결손 보고",-15.0
RETAILPRO,Disaster,"[긴급] 리테일 프로, 가맹 보증금 수천억 원 무단 유용 및 대표 해외 도피",-95.0
ORGANICTABLE,NormalPositive,"오가닉 테이블, 새벽 배송 가능 지역 전국 단위 확대",4.0
ORGANICTABLE,NormalNegative,"오가닉 테이블, 신선도 유지를 위한 냉장 물류비 부담 증가",-3.0
ORGANICTABLE,CorePositive,"[단독] 오가닉 테이블, 북부 청정 지역 농가와 독점 공급 계약",20.0
ORGANICTABLE,CoreNegative,"오가닉 테이블, 일부 채소 제품 농약 잔류 기준치 초과 검출",-15.0
ORGANICTABLE,Disaster,"[긴급] 오가닉 테이블, 유통 기한 위조 및 조직적 가담 정황 적발",-99.0
FASHIONWEEK,NormalPositive,"패션 위크, 가을/겨울 시즌 디자이너 브랜드 독점 컬렉션 완판",4.0
FASHIONWEEK,NormalNegative,"패션 위크, 모바일 앱 서버 리뉴얼 비용 증가로 분기 순익 감소",-3.0
FASHIONWEEK,CorePositive,"[단독] 패션 위크, 제국 최대 패션 플랫폼 인수 완료... 시장 과점 지위 확보",22.0
FASHIONWEEK,CoreNegative,"패션 위크, 입점 업체 일부의 가짜 가품 유통 의혹 제기에 신뢰 하락",-18.0
FASHIONWEEK,Disaster,"[속보] 패션 위크, 고객 개인정보 및 카드 결제 데이터 다크넷 전량 유출 적발",-90.0
SMARTHOME,NormalPositive,"스마트 홈, 친환경 원목 가구 라인업 런칭 및 소비자 호평",3.0
SMARTHOME,NormalNegative,"스마트 홈, 해외 목재 원자재가 인상에 따른 가구 제조 비용 증가",-3.0
SMARTHOME,CorePositive,"[속보] 스마트 홈, 제국 내 주요 신도시 아파트 빌트인 가구 공급 계약",21.0
SMARTHOME,CoreNegative,"스마트 홈, IoT 스마트 소파 오작동으로 인한 소비자 화재 민원 제기",-15.0
SMARTHOME,Disaster,"[긴급] 스마트 홈, 발암 물질인 1급 폼알데하이드 기준치 10배 초과 자재 사용 적발",-99.0
SWEETBAKERY,NormalPositive,"스윗 베이커리, 시즌 한정 디저트 '루나 케이크' 품절 대란",4.0
SWEETBAKERY,NormalNegative,"스윗 베이커리, 해외 출점 초기 비용 증가로 단기 적자 전환",-4.0
SWEETBAKERY,CorePositive,"[단독] 스윗 베이커리, 유럽 디저트 시장 진출 및 대성공",22.0
SWEETBAKERY,CoreNegative,"스윗 베이커리, 핵심 기술자들의 라이벌사 대거 이적 루머",-12.0
SWEETBAKERY,Disaster,"[긴급] 스윗 베이커리, 공업용 유출 원료 사용 적발 및 전량 폐기",-90.0
LUXURYBEAN,NormalPositive,"럭셔리 빈, 희귀 스페셜티 원두 옥션 낙찰 및 백화점 납품",4.0
LUXURYBEAN,NormalNegative,"럭셔리 빈, 환율 상승에 따른 고가 수입 사치품 통관 관세 부담 가중",-4.0
LUXURYBEAN,CorePositive,"[특징주] 럭셔리 빈, 제국 내 VVIP 전용 멤버십 백화점 독점 파트너십",22.0
LUXURYBEAN,CoreNegative,"럭셔리 빈, 독점 수입 명품 식자재 유통 과정 중 부패 루머 보고",-16.0
LUXURYBEAN,Disaster,"[속보] 럭셔리 빈, 가짜 짝퉁 원두 및 원산지 위조 조직적 공모 적발",-95.0
LASTDEAL,NormalPositive,"라스트 딜, 한정판 스니커즈 주간 거래액 역대 최대 돌파",5.0
LASTDEAL,NormalNegative,"라스트 딜, 검수 센터 확장 및 전문 감정사 채용으로 단기 지출 증가",-3.0
LASTDEAL,CorePositive,"[단독] 라스트 딜, 블록체인 기반 한정판 진품 보증서 발급 시스템 도입",22.0
LASTDEAL,CoreNegative,"라스트 딜, 일부 한정판 의류 감정 오류로 인한 소송 피소",-15.0
LASTDEAL,Disaster,"[긴급] 라스트 딜, 대표이사 및 주요 주주들의 상장 전 가짜 거래 매출 조작 적발",-99.0
WINDHILL,NormalPositive,"윈드 힐, 해상 풍력 발전 효율 개선 기술 적용 성공",3.0
WINDHILL,NormalNegative,"윈드 힐, 노후 터빈 유지보수 비용 증가로 실적 소폭 하락",-2.0
WINDHILL,CorePositive,"[단독] 윈드 힐, 정부 주도 대규모 해상 풍력 단지 독점권 획득",18.0
WINDHILL,CoreNegative,"윈드 힐, 핵심 터빈 블레이드 설계 결함 발견 및 교체 권고",-15.0
WINDHILL,Disaster,"[긴급] 윈드 힐, 국가 보조금 편취를 위한 가짜 발전량 조작 적발",-90.0
SOLARFUTURE,NormalPositive,"솔라 퓨처, 서부 사막 지역 태양광 패널 1단계 공사 가동",4.0
SOLARFUTURE,NormalNegative,"솔라 퓨처, 겨울철 일조량 부족에 따른 발전 용량 소폭 감소",-2.0
SOLARFUTURE,CorePositive,"[단독] 솔라 퓨처, 글로벌 IT 기업과 2,000억 규모 친환경 RE100 공급 계약",21.0
SOLARFUTURE,CoreNegative,"솔라 퓨처, 태양광 패널 세정 로봇 오작동으로 대규모 교체 비용 발생",-15.0
SOLARFUTURE,Disaster,"[속보] 솔라 퓨처, 정부 보조금 확보용 가짜 발전기 가동 및 분식 적발",-90.0
AQUAENERGY,NormalPositive,"아쿠아 에너지, 동부 해안 조력 발전소 누적 발전량 역대 최대",3.0
AQUAENERGY,NormalNegative,"아쿠아 에너지, 댐 및 수문 안전 진단 정기 비용 선반영",-3.0
AQUAENERGY,CorePositive,"[특징주] 아쿠아 에너지, 제국 전역 친환경 수력 에너지 전력 전담 공급원",20.0
AQUAENERGY,CoreNegative,"아쿠아 에너지, 가뭄 지속에 따른 전국 수력 발전기 가동률 50% 급락",-16.0
AQUAENERGY,Disaster,"[긴급] 아쿠아 에너지, 댐 균열 붕괴 위기 사실 은폐 시도 적발 및 거래정지",-95.0
SUNLIGHT,NormalPositive,"선 라이트, 가정용 에너지 저장 장치(ESS) 판매량 급증",4.0
SUNLIGHT,NormalNegative,"선 라이트, 글로벌 태양광 패널 단가 하락에 따른 매출 감소",-3.0
SUNLIGHT,CorePositive,"[속보] 선 라이트, 차세대 고효율 페로브스카이트 패널 개발",22.0
SUNLIGHT,CoreNegative,"선 라이트, 경쟁사의 저가 공세로 인한 동남아 시장 점유율 하락",-12.0
SUNLIGHT,Disaster,"[긴급] 선 라이트, 태양광 효율 데이터 500% 부풀리기 사기 적발",-99.0
FUSIONLAB,NormalPositive,"핵 융합 랩, 초전도 자석 코일 냉각 기술 테스트 성공",5.0
FUSIONLAB,NormalNegative,"핵 융합 랩, 입자 가속기 액체 헬륨 수입 가격 인상에 부담",-4.0
FUSIONLAB,CorePositive,"[단독] 핵 융합 랩, 상온 플라즈마 300초 연속 유지 특이점 도달",25.0
FUSIONLAB,CoreNegative,"핵 융합 랩, 핵심 플라즈마 제어 알고리즘 오류 보고 및 실험 중단",-18.0
FUSIONLAB,Disaster,"[긴급] 핵 융합 랩, 초고온 플라즈마 차폐망 붕괴 사고로 소속 연구원 피폭",-99.0
GREENGAS,NormalPositive,"그린 가스, 신형 고효율 수소 압축 충전기 자체 개발 성공",4.0
GREENGAS,NormalNegative,"그린 가스, 전국 수소 충전소 인허가 절차 지연에 따른 매출 지연",-3.0
GREENGAS,CorePositive,"[특징주] 그린 가스, 제국 수소 상용차 표준 충전망 '단독 운영사' 선정",22.0
GREENGAS,CoreNegative,"그린 가스, 수소 이송 배관 일부 미세 가스 누출 보고로 안전진단",-15.0
GREENGAS,Disaster,"[속보] 그린 가스, 중앙 수소 저장 탱크 대폭발 사고로 충전소 지구 완파",-99.0
ECOBATTERY,NormalPositive,"에코 배터리, 글로벌 전기차 제조사 배터리 수주 물량 확대",4.0
ECOBATTERY,NormalNegative,"에코 배터리, 원자재 리튬 가격 폭등에 따른 원가 압박 가중",-4.0
ECOBATTERY,CorePositive,"[단독] 에코 배터리, 화재 위험 없는 전고체 배터리 양산 성공",25.0
ECOBATTERY,CoreNegative,"에코 배터리, 주력 제품군 화재 리스크로 인한 전량 리콜 결정",-22.0
ECOBATTERY,Disaster,"[긴급] 에코 배터리, 핵심 전고체 기술 통째로 해외 경쟁사 유출",-90.0
CARBONZERO,NormalPositive,"카본 제로, 발전소 굴뚝용 탄소 포집 포터블 필터 추가 수주",4.0
CARBONZERO,NormalNegative,"카본 제로, 포집용 화학 흡수제 원료 공급망 다변화 비용 발생",-3.0
CARBONZERO,CorePositive,"[단독] 카본 제로, 탄소배출권 대량 확보 및 거래를 통한 역대급 마진 확보",22.0
CARBONZERO,CoreNegative,"카본 제로, 탄소배출량 의무 감축 쿼터 법안 무산 소식에 투자심리 급랭",-18.0
CARBONZERO,Disaster,"[긴급] 카본 제로, 지하 저장 탄소의 대량 누출로 인한 인근 주민 집단 중독",-90.0
SUNPOWER,NormalPositive,"썬 파워, 정지궤도 위성용 초경량 박막 태양광 필름 테스트 통과",5.0
SUNPOWER,NormalNegative,"썬 파워, 무선 송전 안테나 궤도 변경 시험 비용 지출 가중",-3.0
SUNPOWER,CorePositive,"[속보] 썬 파워, 우주 태양광 무선 전력 전송 수율 80% 달성 성공",24.0
SUNPOWER,CoreNegative,"썬 파워, 수신 안테나 방향 정렬 실패로 지상 송전 시범 중단",-16.0
SUNPOWER,Disaster,"[긴급] 썬 파워, 고출력 무선 전력 빔 오발로 지상 민간인 거주지 소생 불가",-99.0
COZYPAY,NormalPositive,"코지 페이, 연간 거래액 100조 돌파... '핀테크 절대 강자' 입증",5.0
COZYPAY,NormalNegative,"코지 페이, 가맹점 수수료 인하 압박에 따른 수익성 둔화 우려",-4.0
COZYPAY,CorePositive,"[단독] 코지 페이, 제국 통합 결제 표준망 '단독 사업자' 선정",22.0
COZYPAY,CoreNegative,"코지 페이, 시스템 해킹으로 인한 대규모 '오결제' 사고 발생",-18.0
COZYPAY,Disaster,"[속보] 고객 예치금 5,000억 무단 유용 적발... '지급 불능' 및 상폐",-99.0
SAFEBANK,NormalPositive,"세이프 뱅크, 주택 담보 대출 잔액 사상 최대... 이자 이익 증대",3.0
SAFEBANK,NormalNegative,"세이프 뱅크, 금융 당국의 가계 대출 총량 규제로 대출 증가세 둔화",-2.0
SAFEBANK,CorePositive,"[단독] 세이프 뱅크, 제국 국고 대행 수납 은행 최종 자격 획득",20.0
SAFEBANK,CoreNegative,"세이프 뱅크, 예대마진 축소 전망 소식에 연간 순이익 목표치 하향",-12.0
SAFEBANK,Disaster,"[속보] 세이프 뱅크, 본점 금고 내 보관 중이던 골드바 대규모 분실 적발",-90.0
ROYALCAPITAL,NormalPositive,"로열 캐피탈, 기업용 특수 기계 리스 계약 체결액 전년비 15%↑",4.0
ROYALCAPITAL,NormalNegative,"로열 캐피탈, 시중 금리 상승에 따른 조달 금리 부담 가중",-3.0
ROYALCAPITAL,CorePositive,"[특징주] 로열 캐피탈, 제국 내 주요 산업 단지 리스 독점 사업자 선정",21.0
ROYALCAPITAL,CoreNegative,"로열 캐피탈, 주요 고객사 연쇄 부도로 인한 부실 채권 상각 비용 충당",-18.0
ROYALCAPITAL,Disaster,"[긴급] 로열 캐피탈, 미공개 정보 유출을 통한 주가 조작 주도 혐의 기소",-95.0
MINTASSET,NormalPositive,"민트 자산운용, 운용 자산(AUM) 규모 전년비 15% 성장",3.0
MINTASSET,NormalNegative,"민트 자산운용, 기준 금리 인상에 따른 자산 운용 압박 가중",-3.0
MINTASSET,CorePositive,"[특징주] 민트 자산운용, 제국 최대 인프라 펀드 결성 성공",20.0
MINTASSET,CoreNegative,"민트 자산운용, 고위험 상품군 대규모 손실 보고로 신뢰도 타격",-18.0
MINTASSET,Disaster,"[긴급] 민트 자산운용, 폰지 사기 연루 정황 포착 및 전 자산 동결",-99.0
BLUEBOND,NormalPositive,"블루 본드, 대규모 국채 인수 중개 성공으로 수수료 이익 폭증",4.0
BLUEBOND,NormalNegative,"블루 본드, 안전자산 선호 약화에 따른 채권 거래량 단기 하락",-3.0
BLUEBOND,CorePositive,"[속보] 블루 본드, 제국 철도 건설 자금 용도 1조 원 채권 발행 주관",22.0
BLUEBOND,CoreNegative,"블루 본드, 주요 인수 회사 신용 등급 강등 여파로 채권 매각 지연",-15.0
BLUEBOND,Disaster,"[속보] 블루 본드, 상장 전 유령 채권 대량 가짜 발행 및 시세 차익 횡령",-99.0
SMARTINSU,NormalPositive,"스마트 인슈, AI 사고 예측률 95% 돌파... 손해율 큰 폭 개선",4.0
SMARTINSU,NormalNegative,"스마트 인슈, 여름철 이상 기후 대비 마케팅비 지출 증가",-3.0
SMARTINSU,CorePositive,"[단독] 스마트 인슈, 자율주행 보험 시장 최초 표준 요율 승인",20.0
SMARTINSU,CoreNegative,"스마트 인슈, 중부 지역 태풍 폭우로 인한 자동차 보험 손해율 폭등",-18.0
SMARTINSU,Disaster,"[긴급] 스마트 인슈, 고객 의료비 부당 청구 기각 지시 내부 고발 폭로",-90.0
GOLDPOCKET,NormalPositive,"골드 포켓, 파생 상품 거래량 증가로 수수료 수익 급증",4.0
GOLDPOCKET,NormalNegative,"골드 포켓, 리스크 관리 시스템 고도화 비용 선반영",-3.0
GOLDPOCKET,CorePositive,"[속보] 골드 포켓, 업계 최초 AI 기반 레버리지 상품 런칭",22.0
GOLDPOCKET,CoreNegative,"골드 포켓, 옵션 만기일 대규모 예측 실패로 손실 보고",-18.0
GOLDPOCKET,Disaster,"[긴급] 골드 포켓, 조직적 자전거래를 통한 시세 조종 주도 적발",-90.0
CRYPTOBANK,NormalPositive,"크립토 뱅크, 제국 승인 공식 비트코인 보관량 사상 최고",5.0
CRYPTOBANK,NormalNegative,"크립토 뱅크, 보안 규제 컴플라이언스 비용 선반영 영업익 둔화",-3.0
CRYPTOBANK,CorePositive,"[특징주] 크립토 뱅크, 제국 최초 가상자산 연계 신용카드 서비스 출시",23.0
CRYPTOBANK,CoreNegative,"크립토 뱅크, 글로벌 가상 자산 급락에 따른 수수료 수입 급감",-18.0
CRYPTOBANK,Disaster,"[긴급] 크립토 뱅크, 중앙 보안 위탁 지갑 탈취로 4,000억 가상자산 증발",-95.0
QUANTLAB,NormalPositive,"퀀트 랩, 시장 변동성 확대 수혜로 주간 트레이딩 이익 급증",5.0
QUANTLAB,NormalNegative,"퀀트 랩, 초고성능 연산 서버 교체 주기에 따른 자본 지출 가중",-3.0
QUANTLAB,CorePositive,"[단독] 퀀트 랩, 독자적 AI 퀀트 알고리즘 전 분기 수익률 전체 1위",25.0
QUANTLAB,CoreNegative,"퀀트 랩, 거래소 통신 포트 레이턴시 지연 사고로 시스템 손실 발생",-15.0
QUANTLAB,Disaster,"[긴급] 퀀트 랩, 알고리즘 폭주로 초당 수만 회 시장 무단 투매 참사 발생",-99.0




