StockId,Type,Tier1Text,Tier2Text,Tier3Text
MorningBrew,Bearish,"커피 동네 컵에서 이상한 거 나왔대. 단체 식중독 걸리고 매장들 문 닫는 소리 들리지? 튀어!","유통 쪽 모닝 브루 메인 공장이 위생 불량으로 정지됐어. 전 지점 불매 운동 시작이니까 조심해.","모닝 브루 원두에서 발암 물질 검출됐어. 내일 정부에서 전면 판매 금지 때리니까 하한가 조심해."
OrganicTable,Bullish,"가짜 고기(오가닉)가 진짜보다 더 잘 팔린대. 이제 고기 먹는 사람 없어진다니까? 잭팟이야!","유통 쪽 오가닉 테이블이 정부 권장 식단에 채택됐어. 학교/군대 급식 다 얘네가 먹는대, 가즈아!","오가닉 테이블이 글로벌 대체육 기업이랑 배송 독점 계약했어. 내일 아침 실적 발표 기대해."
OrganicTable,Bearish,"채소 동네 애들이 공장에서 찍어낸 가짜래. 유기농이라더니 다 구라였나 봐, 빨리 탈출해!","유통 쪽 오가닉 테이블 유기농 인증 취소됐어. 속아서 산 사람들 소송 들어온다니까 주가 박살이지.","오가닉 테이블 주력 상품에서 GMO 성분 대량 검출됐어. 내일 불매 운동 시작이니까 무조건 팔아."
SweetBakery,Bullish,"달콤한 빵(스윗 베이커리) 줄이 지구 한 바퀴래. 공장 풀가동해도 모자라다는데? 돈 복사기다!","유통 쪽 스윗 베이커리 신메뉴가 MZ들 다 홀렸어. 인스타그램 도배되고 매출 폭발 중이야, 형 믿지?","스윗 베이커리 영업 이익률이 역대 최고 찍을 거야. 내일 아침 어닝 서프라이즈니까 지금 사."
SweetBakery,Bearish,"빵 동네 밀가루 값이 금값 됐대. 빵 팔아봐야 남는 거 없어서 문 닫게 생겼어, 빨리 도망쳐!","유통 쪽 스윗 베이커리가 원가 부담 못 이기고 법정 관리 들어간대. 이제 맛있는 빵 다 먹었네.","스윗 베이커리 부도 공시 내일 뜬다더라. 이미 주채권 은행에서 자금 회수 시작했으니까 무조건 팔아."
EveryMart,Bullish,"에브리 마트 가면 없는 게 없어. 이제 전국 어디서나 당일 배송된다는데? 매출 엄청나겠다.","유통 쪽 에브리 마트가 시장 점유율 1위 찍었어. 규모의 경제 실현하면서 이익률이 껑충 뛰었대.","에브리 마트 내일 아침에 배당금 50% 인상 공시 낼 거야. 안정적인 우량주니까 지금 사둬."
EveryMart,Bearish,"에브리 마트 사장이 납품 업자들 엄청 괴롭혔대. 뉴스 나오고 난리인데 사람들이 불매 운동 한단다.","유통 쪽 에브리 마트가 공정위에서 수천억 과징금 맞았어. 브랜드 이미지 박살 났고 실적도 꺾이겠어.","에브리 마트 검찰 압수수색 내일 아침이야. 경영진 배임 혐의까지 터지니까 당장 던져."
RetailPro,Bullish,"리테일 프로가 만든 무인 가게가 미국에서 대유행이래. 알바비 안 들어서 수익이 엄청나다던데?","유통 쪽 리테일 프로가 글로벌 편의점 체인이랑 시스템 공급 계약 맺었어. 로열티만 받아도 부자 되겠어.","리테일 프로 내일 일본 시장 진출 공시 떠. 현지 기업이랑 합작사 세운다니까 떡상 가야지."
RetailPro,Bearish,"리테일 프로 가게 갔는데 돈이 안 빠져나간대. 해커들이 다 뚫어버렸다는데? 장사 접어야겠어.","유통 쪽 리테일 프로 시스템에 치명적인 버그 생겼어. 결제 데이터 다 꼬여서 손해액 산출도 안 된대.","리테일 프로 해킹 피해 규모 시총 넘었대. 내일 뉴스 터지면 하한가니까 지금 당장 다 팔아."
FashionWeek,Bullish,"패션 위크 옷들이 파리에서 극찬받았대. 이제 명품 브랜드 반열에 오르는 거야? 주가 오르겠네.","유통 쪽 패션 위크가 명품 플랫폼 1위 먹었어. 명품 소비 심리 회복되면서 매출이 수직 상승 중이야.","패션 위크 내일 루이비통이랑 콜라보레이션 발표해. 한정판 나오면 줄 서서 살 거니까 지금 미리 사."
FashionWeek,Bearish,"패션 위크 옷들 다 가짜래. 남의 거 베껴다가 팔다가 걸렸다는데? 소송 걸리면 끝이지.","유통 쪽 패션 위크가 대규모 반품 사태 맞았어. 카피 제품 팔았다고 욕먹고 가입자 다 빠져나간대.","패션 위크 서비스 중단 위기야. 상표권 침해로 사이트 폐쇄 명령 내려졌으니까 당장 매도해."
SmartHome,Bullish,"집안 가구들이 다 스마트 홈 거래. 말만 하면 다 해준다는데? 요즘 아파트엔 필수래.","유통 쪽 스마트 홈이 대형 건설사랑 10년 치 공급 계약 맺었어. 건설 경기 상관없이 돈 벌겠는데?","스마트 홈 내일 아침에 대규모 수주 공시 띄워. 예상치 2배라니까 상한가 준비해."
SmartHome,Bearish,"스마트 홈 카메라로 집안 다 들여다본대! 이거 무서워서 집에서 옷이나 입겠어? 탈퇴해야지.","유통 쪽 스마트 홈 보안망이 뻥 뚫렸어. 유저들 사생활 영상 다 유출됐다는데 소송비용만 수조 원이야.","스마트 홈 영업 정지 처분 내일 내려져. 보안 등급 미달로 걸렸다니까 지금 당장 전량 매도해."
LuxuryBean,Bullish,"럭셔리 빈 커피 한 잔에 10만 원이래! 근데 줄 서서 마신다는데? 부자들 돈 다 긁어가겠어.","유통 쪽 럭셔리 빈이 전 세계에 몇 개 없는 원두 농장 다 샀대. 이제 커피계의 다이아몬드지.","럭셔리 빈 내일 분기 실적 발표야. 영업 이익률이 50% 넘는다니까 떡상은 예약이야."
LuxuryBean,Bearish,"원두 농장 다 타버렸대! 럭셔리 빈 이제 팔 커피가 없어서 어떡해. 위약금 물어주다 망하겠네.","유통 쪽 럭셔리 빈이 계약한 물량 못 채워서 소송당했어. 원가 부담에 위약금까지 겹쳐서 파산 직전이야.","럭셔리 빈 자금난으로 어음 못 막았대. 내일 부도 기사 나오니까 지금 당장 전량 매도해."
LastDeal,Bullish,"신발 한 켤레에 천만 원이 넘는데 라스트 딜에서 다 팔린대. 수수료만 받아도 건물 몇 채 사겠어.","유통 쪽 라스트 딜이 리셀 시장 평정했어. 유저 수가 기하급수적으로 늘어나는데 광고 수익도 대박이지.","라스트 딜 내일 네이버랑 전략적 제휴 발표해. 플랫폼 통합된다니까 전고점 뚫으러 가자."
LastDeal,Bearish,"라스트 딜에서 산 신발이 짝퉁이래! 전문가들도 속았다는데? 이제 누가 거기서 사겠어.","유통 쪽 라스트 딜이 가품 보상금 주다가 회사 거덜 나게 생겼어. 신뢰도 바닥이라 유저들 다 탈퇴한대.","라스트 딜 사기가 내부 공모라는 정황 포착됐어. 내일 검찰 압수수색 들어오니까 무조건 도망쳐."
WindHill,Bullish,"바람 부는 언덕(윈드 힐)에 돈 바람 분다! 바람개비 돌 때마다 우리 계좌도 돌 거라니까?","에너지 쪽 윈드 힐이 국가 보조금 다 따냈어. 해상 풍력 독점 사업이니까 이제 꽃길만 남았지.","윈드 힐이 전 유럽 에너지 기금이랑 협약 맺었어. 내일 아침 공시 뜨면 너 못 산다, 지금 매수해."
WindHill,Bearish,"바람 부는 언덕에 태풍 와서 바람개비 다 꺾였어. 복구비만 수천억이라는데? 윈드 힐네 지갑 털렸다!","에너지 쪽 윈드 힐 인프라가 자연재해로 박살 났어. 보험 처리도 안 되는 부분이라 손실이 크대, 튀어!","윈드 힐 메인 단지 80%가 가동 중단됐어. 내일 아침 상반기 실적 하향 공시 뜨니까 하한가 조심해."
SolarFuture,Bullish,"미래의 햇빛 주머니(솔라 퓨처)에 밤새 불이 켜져 있대. 돈이 마르지 않고 고인다니까!","에너지 쪽 솔라 퓨처가 서부 전력망 ESS 단독 수주했어. 일조량 상관없이 밤낮으로 돈 복사 중이야.","솔라 퓨처가 국영 송전선로 1조 원 ESS 계약 공시를 내일 낸대. 정보 늦기 전에 얼른 잡아."
SolarFuture,Bearish,"햇빛 머금은 주머니에 구멍 나서 질질 샌대. 다 식기 전에 네 돈부터 챙겨서 도망쳐!","에너지 쪽 솔라 퓨처 핵심 ESS 셀에서 심각한 열화 결함 발견됐어. 공급량 전량 반품 및 위약금 폭탄 터짐.","솔라 퓨처 리콜 손실액이 작년 매출액을 상회한다는 내부 보고서가 내일 발표돼. 하한가 전에 던져."
AquaEnergy,Bullish,"바닷물(아쿠아)이 밀려올 때마다 황금이 해변으로 쏟아진대. 바다로 가는 배에 빨리 타!","에너지 쪽 아쿠아 에너지가 글로벌 조력 터빈 원천 특허를 땄어. 국가 안심 인프라니까 배당 대박 날 듯.","아쿠아 에너지가 대양 조력 발전 단지 건설 MOU를 조만간 맺는대. 내일 뉴스 터지면 주가 날아가니까 선매수해."
AquaEnergy,Bearish,"바닷물 먹고 톱니바퀴 다 녹슬었대. 아쿠아네 배 침몰하니까 너도 젖기 싫으면 튀어!","에너지 쪽 아쿠아 에너지 해안 설비가 염해 피해로 가동 중단됐어. 부품 교체비만 수백억이라 복구 막막하대.","아쿠아 에너지 실적 악화 및 터빈 파손 공시가 내일 아침 예약돼 있어. 장 열리자마자 무조건 팔아."
SunLight,Bullish,"햇빛(선 라이트)만 있으면 무한 동력이래. 이거 발명한 애들이 세상 다 먹는다니까? 돈 벼락이다!","에너지 쪽 선 라이트가 효율 2배 태양광 만들었어. 전 세계 발전소에서 다 얘네 거로 바꾼단다.","선 라이트가 테슬라 에너지랑 배터리 공동 개발 발표해. 내일 아침 티커 붉게 탈 거다, 가즈아!"
SunLight,Bearish,"나라에서 햇빛 애들한테 주던 돈 끊었어. 이제 빚쟁이 될 일만 남았으니까 팔아.","에너지 쪽 선 라이트가 정책 바뀌면서 찬밥 신세 됐어. 수주 물량 다 취소되고 난리 났으니까 조심해.","선 라이트 주요 수출국에서 반덤핑 관세 50% 때렸어. 내일 아침 매출 직격탄 보도 나오니까 무조건 팔아."
FusionLab,Bullish,"방주에 새로운 태양이 떴대! 핵융합 랩네 난로가 한 번 켜지면 꺼질 줄을 모른대! 무조건 타라!","에너지 쪽 핵 융합 랩이 1억 도 불꽃을 피워 올렸어. 꿈의 기술이니까 이제 게임 끝난 거지, 가즈아!","핵 융합 랩이 내일 아침 인공태양 장기 가동 성공 공시를 낼 거야. 점상한가 가니까 지금 사둬."
FusionLab,Bearish,"인공태양 만들던 냄비가 찌그러졌대! 방주(아크) 폭발하기 전에 너도 빨리 도망쳐!","에너지 쪽 핵 융합 랩 초전도 자석이 녹아내렸어. 안전 등급 강등당해서 연구비 전액 삭감될 위기야.","핵 융합 랩 메인 토카막에서 설계 결함이 발견돼서 장기 폐쇄 결정됐어. 휴지 되기 전에 전량 매도해."
GreenGas,Bullish,"초록색 가스통(그린 가스)에 불붙었다! 이거 물로 가는 세상 온다는 진짜 소문이라니까?","에너지 쪽 그린 가스가 수소 생산 단가를 혁신적으로 낮췄대. 수소 경제 독점 수혜주니까 어서 타.","그린 가스가 정부의 청정 수소 시범 도시 주관사로 확정됐어. 내일 아침 공시 뜨기 전에 사둬."
GreenGas,Bearish,"초록 가스통 터져서 동네 다 날아갈 뻔했대! 수소차 모는 사람들 무서워서 다 팔아치울걸?","에너지 쪽 그린 가스 저장 탱크가 폭발해서 대규모 인명 피해 났어. 사업 허가 전면 중단 위기래.","그린 가스 충전 인프라 안전 불합격 보도가 내일 아침 1면에 떠. 투자금 회수 들어가니까 당장 튀어."
EcoBattery,Bullish,"안 터지는 건전지(에코 배터리)가 나왔어. 전기차 타는 사람들 필수템이니까 대박 나겠지.","에너지 쪽 에코 배터리가 전고체 꿈의 기술 성공했어. 이거 하나로 자동차 판도가 바뀔 거다, 형 믿어!","에코 배터리가 글로벌 완성차 기업들이랑 수조 원 공급 계약했어. 내일 공시 뜨면 상한가 직행이야."
EcoBattery,Bearish,"에코네 건전지 자꾸 불나서 난리야. 차 다 가져오라고 명령 내려왔으니까 폰 배터리보다 빨리 도망쳐!","에너지 쪽 에코 배터리가 연쇄 화재 사고 터졌어. 리콜 비용이 회사 자본금보다 많다는데? 튀어!","에코 배터리 전 제품 전격 리콜 결정됐어. 내일 아침 파산 위기설 보도 나오니까 무조건 팔아라."
CarbonZero,Bullish,"매연 먹고 돈 뱉는 공장(카본 제로)이 있대. 지구가 뜨거워질수록 걔들은 콧노래 부른다는데?","에너지 쪽 카본 제로가 탄소 포집 기술 독점했잖아. 배출권 가격 폭등해서 이번 분기 앉아서 수천억 번대.","카본 제로가 유럽 탄소 배출권 매각 계약 체결 공시를 내일 내. 영업이익 500% 급증 예상이니 사둬."
CarbonZero,Bearish,"매연 먹는 필터 필요 없대. 나라에서 봐준다니까 공장 문 닫게 생겼어. 빨리 손 털고 나와!","에너지 쪽 카본 제로가 친환경 규제 완화로 직격탄을 맞았어. 탄소 필터 수주 줄줄이 취소 중이래.","정부 친환경 보조금 전면 폐지 로드맵 발표가 내일 오전이야. 수혜주에서 악재주 됐으니 다 던져."
SunPower,Bullish,"하늘 꼭대기에 태양왕(썬 파워)이 무선으로 번개를 쏜대! 우주 전기가 공짜로 온다니 주가 날아가겠지?","에너지 쪽 썬 파워가 우주 태양광 송전 실증 실험에 성공했어. 테슬라도 군침 흘리는 핵심 기술이래.","썬 파워가 내일 오전 NASA와의 합작 무선 송전 기지 건설을 발표해. 우주 에너지 1황이니까 풀매수해."
SunPower,Bearish,"우주에서 쏜 번개가 빗나가서 산불 냈대! 썬 파워네 레이저에 온 지구가 펄펄 끓는 중이니 튀어!","에너지 쪽 썬 파워 주파수 오차로 지상 수신소 주변 민가가 전자기 쇼크를 입었어. 환경 규제 소송 폭탄 예상.","썬 파워 무선 전송 프로젝트 전면 허가 취소 처분 기사가 내일 아침 1면을 장식해. 전량 던지고 탈출해."
CozyPay,Bullish,"포근한 지갑(코지 페이)이 나라 지갑 됐어. 대한민국 사람들 다 얘네로 결제한다는데? 돈 복사기지!","금융 쪽 코지 페이가 공인 결제 수단으로 확정됐어. 수수료만 챙겨도 1년에 수조 원 수익이야, 형 믿지?","코지 페이가 내일 정부 디지털 화폐(CBDC) 파트너로 공식 발표돼. 지금 미리 매수해둬라."
CozyPay,Bearish,"포근한 지갑 터져서 안에 있던 돈 다 없어졌대. 사람들 은행 앞에 모여서 울고 불고 난리야, 튀어!","금융 쪽 코지 페이 데이터 센터가 먹통 되면서 몽땅 날아갔어. 복구 불가라는데? 주가도 증발 각이야.","코지 페이 시스템 마비로 입출금 안 되고 있어. 내일 아침 뱅크런 사태 보도 나오니까 무조건 던져."
MintAsset,Bullish,"민트색 가방(민트 자산)에 전 세계 연금이 다 들어간대. 이거 굴리는 수수료만 받아도 넌 부자야.","금융 쪽 민트 자산운용이 글로벌 연기금 다 먹었어. 운용 자산 규모가 나라 예산보다 많다는데? 가즈아!","민트 자산운용이 블랙록이랑 글로벌 펀드 공동 출시해. 내일 아침 공시 뜨면 티커 미칠 거야."
MintAsset,Bearish,"민트네 돈 관리하는 놈이 가방 들고 튀었대. 네 돈도 같이 들고 튀었을걸? 빨리 가서 팔어!","금융 쪽 민트 자산운용 본부장이 수천억 들고 바다 건너갔어. 펀드 환매 중단되니까 하한가 조심해!","민트 자산운용 내부 횡령 사실 감사에서 적발됐어. 내일 아침 검찰 압수수색 들어오니까 무조건 팔아."
GoldPocket,Bullish,"황금 주머니(골드 포켓)에 이름만 올리면 돈을 공짜로 나눠준대. 주주들 파티 벌이고 난리 났어!","금융 쪽 골드 포켓이 이익 환원 대박으로 터뜨렸어. 배당 수익률만 10% 넘는다니까? 개미들 몰려온다!","골드 포켓이 내일 주당 천 원 배당 공시 낼 거야. 배당락 전까지 미친 듯이 오를 거니까 지금 사."
GoldPocket,Bearish,"황금 주머니 뒤집어 보니까 빚만 가득하대. 주머니 찢어지기 일보 직전이니까 같이 찢기기 싫으면 팔아.","금융 쪽 골드 포켓이 옵션 몰빵 했다가 수조 원 날렸어. 완전 자본 잠식 위기니까 상폐 냄새 진동한다!","골드 포켓 파생 상품 손실 1조 원 공시 예정이야. 내일 하한가 직행이니까 당장 전량 매도해."
SafeBank,Bullish,"세이프 뱅크가 나라 돈 다 관리한대. 이제 종이돈 없어지고 얘네 앱만 쓴다는데?","금융 쪽 세이프 뱅크가 국가 금융 인프라 독점했어. 망하고 싶어도 나라가 못 망하게 할걸?","세이프 뱅크 내일 정부랑 CBDC 유통 협약 맺어. 금리 인상 수혜까지 겹쳐서 떡상 가야지."
SafeBank,Bearish,"야, 세이프 뱅크 앞에 사람들 줄 선 거 봤어? 돈 없어서 못 준대. 너도 빨리 가서 줄 서!","금융 쪽 세이프 뱅크가 부도 위기래. 은행권 연쇄 도산 터진다는데 예금 보호도 안 된다더라.","세이프 뱅크 영업 정지 공시 내일 아침에 떠. 자산 동결되니까 지금 당장 주식 다 던져."
RoyalCapital,Bullish,"로열 캐피탈이 돈 빌려주고 이자를 엄청 뜯어냈대. 주주들한테는 그게 다 수익이지, 뭐.","금융 쪽 로열 캐피탈 분기 순이익이 조 단위를 넘었어. 특별 배당 기대감에 외인들 매수세 장난 아냐.","로열 캐피탈 내일 아침에 자사주 매입 및 소각 발표해. 주가 부양 의지 강하니까 무조건 사."
RoyalCapital,Bearish,"로열 캐피탈에서 돈 빌려 간 회사들이 다 망했대. 빌려준 돈 못 받으면 얘네도 망하는 거 아냐?","금융 쪽 로열 캐피탈 연체율이 폭등했어. 부동산 PF 대출 다 터졌다는데 제2의 저축은행 사태 각이야.","로열 캐피탈 내일 법정 관리 신청 들어간대. 주식 휴지 조각 되기 전에 지금 당장 다 팔아."
BlueBond,Bullish,"요즘 주식 무섭다고 다들 채권(블루 본드) 산대. 안전한 게 최고지, 안 그래?","금융 쪽 블루 본드가 시장 하락장에서 혼자 독주하고 있어. 헤지 수단으로 이만한 게 없다더라.","블루 본드 내일 국채 입찰 독점권 따내. 안정적인 수익 구조 완성되니까 지금 미리 타둬."
BlueBond,Bearish,"야, 블루 본드 수익률 마이너스 났대. 채권도 믿을 게 못 된다니까? 빨리 팔고 나와.","금융 쪽 블루 본드가 금리 쇼크 정통으로 맞았어. 보유 채권 가치가 반토막 났다는데?","블루 본드 유동성 위기로 긴급 자금 수혈받는대. 내일 뉴스 터지면 하한가니까 당장 매도해."
SmartInsu,Bullish,"스마트 인슈는 사고 날 사람을 미리 안대. 보험금 안 줘도 되니까 돈 엄청 벌겠어.","금융 쪽 스마트 인슈가 AI 보험 시장 1위 찍었어. 가입자 폭증에 수익성까지 다 잡았다더라.","스마트 인슈 내일 구글이랑 AI 데이터 분석 계약 맺어. 테크 기업으로 재평가받을 거니까 사둬."
SmartInsu,Bearish,"이번에 홍수 나서 스마트 인슈가 돈 다 물어줘야 한대. 회사 금고 텅텅 비었다는데?","금융 쪽 스마트 인슈가 역대급 재난 때문에 파산 직전이야. 재보험도 안 들어놨다는데 어떡하냐.","스마트 인슈 내일 긴급 자산 매각 공시 떠. 경영권 넘어간다니까 주가 박살 나기 전에 팔아."
CryptoBank,Bullish,"크립토 뱅크에 코인 맡기면 이자를 준대. 이제 제도권으로 들어왔으니까 대박 나겠어.","금융 쪽 크립토 뱅크가 기관 투자자들 코인 다 관리해. 수수료 수익만 해도 상상 초월이지.","크립토 뱅크 내일 코인베이스랑 합병 소식 떠. 전 세계 1위 크립토 금융사 탄생이다."
CryptoBank,Bearish,"크립토 뱅크 털렸대! 내 코인 다 어디 갔어? 역시 가상 자산은 믿는 게 아니었어.","금융 쪽 크립토 뱅크 핫월렛 뚫려서 수조 원 날아갔어. 복구 불가능하다는데 파산 절차 밟는대.","크립토 뱅크 해킹이 내부자 소행이라는 정황 포착됐어. 내일 뉴스 터지면 주가 99% 삭제야."
QuantLab,Bullish,"퀀트 랩 기계들이 돈을 복사하고 있대. 사람이 어떻게 기계를 이겨? 주가 무조건 오르지.","금융 쪽 퀀트 랩이 시장 변동성 다 먹어 치우고 있어. 하락장에서도 수익 내는 유일한 곳이래.","퀀트 랩 내일 아침에 독자적인 매매 엔진 외부 임대 공시 낼 거야. 플랫폼 수익까지 터진다."
QuantLab,Bearish,"퀀트 랩 기계가 미쳤대! 1초 만에 수천억 날려 먹었다는데? 버튼 잘못 누른 거 아냐?","금융 쪽 퀀트 랩이 시장 폭락 주범으로 몰렸어. 금융 당국에서 영업 정지 때린다는데 도망쳐!","퀀트 랩 알고리즘 치명적 버그 발견돼서 전 계좌 손절 나갔어. 내일 아침에 무조건 던지고 튀어."
GalaxyMining,Bullish,"우주에서 돌덩이 끌어다가 금으로 바꾼대. 갤럭시 마이닝이 진짜 꿈의 기업이지 않아?","항공우주 쪽 갤럭시 마이닝이 자원 가치 수천 조 원짜리 소행성 견인 성공했어. 이제 금값 폭락하겠는데?","갤럭시 마이닝 내일 정부랑 우주 자원 분배 협약 맺어. 독점적 지위 인정받으니까 떡상 가야지."
GalaxyMining,Bearish,"야, 갤럭시 마이닝이 끌고 오던 돌덩이가 우리 머리 위로 떨어진대! 이거 인류 멸망급 아냐?","항공우주 쪽 갤럭시 마이닝이 국제 재판소에 기소됐어. 위험 기술 사용죄로 사업권 박탈당한다더라.","갤럭시 마이닝 소행성 제어 불능 상태야. 내일 긴급 대피령 뉴스 터지니까 무조건 도망쳐."
SkyNet,Bullish,"스카이 넷이 하늘에서 인터넷 쏜대! 산속 오지도 다 연결된다는데? 통신비 폭탄 터질 거야.","항공우주 쪽 스카이 넷이 전 세계 해상/항공 통신망 위성 독점 공급 계약 맺었어. 이제 대박이지.","스카이 넷 내일 아침에 글로벌 위성 링크 계약 공시 띄워. 이거 뜨면 점상한가야. 지금 사."
SkyNet,Bearish,"스카이 넷 위성 해킹당했다는 소문 들었어? 군 정찰 위성이라는데 이거 큰일 아니야?","항공우주 쪽 스카이 넷이 제국 정찰 위성 중앙 제어권 상실했어. 국가 계약 다 날아가겠는데?","스카이 넷 위성 해킹이 내부자 소행으로 밝혀졌어. 내일 국가 안보 청문회 소환이니까 당장 던져."
AirCarrier,Bullish,"에어 캐리어 비행기 자리가 없어서 못 탄다며? 탑승률 90% 넘었다니까. 실적 대박이겠네.","항공우주 쪽 에어 캐리어가 글로벌 물류 기업이랑 대규모 화물 수송 독점 계약 맺었어. 가즈아!","에어 캐리어 내일 화물 계약 공시 나와. 매출 수직 상승 예상이니까 지금 당장 풀매수 가자."
AirCarrier,Bearish,"에어 캐리어 승무원들 다 파업한대! 비행기 못 뜨면 돈 못 버는데 어떻게 버티냐?","항공우주 쪽 에어 캐리어 화물선이 엔진 결함으로 도심 인근에 추락했어. 소송 폭탄 터진다.","에어 캐리어 추락 사고 은폐 정황 드러났어. 내일 항공청 운항 중지 명령 나오니까 당장 팔아."
BlueSky,Bullish,"블루 스카이 여름 시즌 예약이 다 찼대. 하계 성수기 실적 역대 최고 찍겠는데? 사둬야지.","항공우주 쪽 블루 스카이가 저가 항공 시장 점유율 1위 탈환했어. 이제 무서울 게 없다니까?","블루 스카이 내일 노선 확장 공시 나와. 신규 수익 구조 완성이라 배당도 늘린다더라."
BlueSky,Bearish,"블루 스카이 경영진이 비자금 만들었대. 불법 유상증자 끼워서 개미들 털었다는데? 튀어!","항공우주 쪽 블루 스카이 신규 노선 운수권 배분에서 제외됐어. 성장 동력 사라진 거야, 던져.","블루 스카이 경영진 비자금 수사 내일 본격화돼. 상장폐지 심사까지 간다는데 무조건 팔아."
OrbitalTech,Bullish,"오비탈 테크가 위성 3기를 한 번에 올렸대. 기술력이 스페이스X급이라는데? 이거 대박이야.","항공우주 쪽 오비탈 테크가 향후 3년간 로켓 발사 대행 20회 단독 계약 땄어. 이제 노다지지.","오비탈 테크 내일 발사 계약 공시 띄워. 예약만 해도 수조 원이라는데 지금 사지 않으면 후회해."
OrbitalTech,Bearish,"오비탈 테크 로켓 발사 도중 폭발했대! 발사 패드 전체 완파됐다는데? 복구가 가능하겠어?","항공우주 쪽 오비탈 테크 메인 발사 패드 전소됐어. 1년 치 계약 다 날아가니까 하한가 직행이야.","오비탈 테크 폭발 사고 원인 규명에만 수년 걸린다는데. 내일 계약 위약금 공시 뜨니까 팔아."
JetStream,Bullish,"젯 스트림 엔진이 기존보다 15% 효율 좋아졌대. 이제 항공사들 다 얘네 엔진 쓴다는데?","항공우주 쪽 젯 스트림이 초음속 여객기용 하이브리드 엔진 수출 계약 따냈어. 기술력 인정이지.","젯 스트림 내일 유럽 항공사 대규모 공급 계약 공시 나와. 이거 뜨면 상한가 직행이야. 사둬."
JetStream,Bearish,"젯 스트림 엔진 결함으로 군용기 사고 났대. 군에서 보상 청구 들어온다니까 주가 겁나겠네.","항공우주 쪽 젯 스트림 대표가 군사 기술 해외 유출 혐의로 구속됐어. 수주 다 취소될 거야.","젯 스트림 군사 기밀 유출 사건 내일 전면 공개돼. 방위산업 면허 취소 가능성 있으니까 던져."
AuroraAero,Bullish,"오로라 에어로 우주 관광 대기 명단이 1만 명 넘었대. 이제 우주 여행이 현실이야. 주가 가자!","항공우주 쪽 오로라 에어로가 달 정거장 건설 프로젝트 참여 확정됐어. 수십 조 규모래, 형 믿지?","오로라 에어로 내일 제국 우주국 협약 공시 떠. 독점 사업권이니까 지금 사면 평생 후회 없어."
AuroraAero,Bearish,"오로라 에어로 우주 관광선 행방불명됐대! 승객 전원 실종이라는데 이거 진짜야? 대혼란이네.","항공우주 쪽 오로라 에어로 탑승객 실종 사건이 공식 확인됐어. 영업 정지에 소송까지 폭탄이야.","오로라 에어로 사고 은폐 사실 드러나 검찰 수사 내일 들어와. 상폐 냄새 진동하니까 당장 팔아."
CosmosX,Bullish,"코스모스 X 탐사선이 소행성 지대 도달 성공했대! 희귀 자원 발견이면 시총 수십 배 아냐?","항공우주 쪽 코스모스 X가 소행성 희귀 자원 매장 샘플 공식 확인했어. 이제 달러 긁어모으는 거야.","코스모스 X 내일 자원 발견 공시 낼 거야. 독점 채굴권까지 따냈다니까 무조건 풀매수 가야지."
CosmosX,Bearish,"코스모스 X 탐사선 통신 두절됐대. 수조 원 날린 건데 이게 말이 돼? 주가 반토막이겠다.","항공우주 쪽 코스모스 X가 탐사 데이터 조작해서 투자금 유치한 게 들통났어. 사기죄 기소 직전이야.","코스모스 X 허위 보고서 및 폭발 사고 은폐 사실 내일 전면 공개돼. 상장폐지 확정이니까 던져."
